-40.414760860,-3.609036450
-40.415868360,-3.609312790
-40.416145550,-3.609590420
-40.416976280,-3.609867180
-40.417253480,-3.610144810
-40.417807450,-3.610422010
-40.418638180,-3.610698780
-40.418915370,-3.610976410
-40.419469340,-3.611253600
-40.420438240,-3.611391120
-40.421406270,-3.610972500
-40.421544010,-3.610555190
-40.421819910,-3.609998620
-40.421958070,-3.609859370
-40.422511170,-3.609580440
-40.422614800,-3.609476000
-40.422925670,-3.609162690
-40.423201570,-3.608606130
-40.423892400,-3.607909880
-40.424999030,-3.607630080
-40.425275360,-3.607351580
-40.425551910,-3.607212110
-40.426104570,-3.606655120
-40.426381120,-3.606515650
-40.426657450,-3.606237150
-40.427487530,-3.606096810
-40.428318030,-3.606234530
-40.428595230,-3.606512160
-40.429149190,-3.606789350
-40.429979920,-3.607066110
-40.430533880,-3.607343290
-40.431088280,-3.607898550
-40.431642250,-3.608175730
-40.432335250,-3.608869800
-40.432473410,-3.608730550
-40.432749960,-3.608591080
-40.433303920,-3.608868270
-40.433580470,-3.608728800
-40.435517380,-3.608447670
-40.436070470,-3.608168730
-40.436900320,-3.607889350
-40.437038490,-3.607750100
-40.437176430,-3.607471820
-40.437452760,-3.607193310
-40.437729300,-3.607053840
-40.437867460,-3.606914590
-40.438004750,-3.606219220
-40.438280420,-3.605523630
-40.438556970,-3.605384160
-40.439386820,-3.605104780
-40.439663140,-3.604826270
-40.441322400,-3.603989450
-40.441460560,-3.603850200
-40.441598510,-3.603571920
-40.441874830,-3.603293420
-40.442704460,-3.602875010
-40.442980780,-3.602596500
-40.443534080,-3.602456590
-40.444086070,-3.601482500
-40.444222920,-3.600509060
-40.444361080,-3.600369810
-40.444637620,-3.600230340
-40.444360200,-3.599813690
-40.444497930,-3.599396380
-40.444636090,-3.599257130
-40.444497490,-3.599118320
-40.444218980,-3.598006510
-40.444079940,-3.597589640
-40.444217660,-3.597172330
-40.445045310,-3.595502640
-40.445321630,-3.595224140
-40.445873400,-3.594111020
-40.446011120,-3.593693700
-40.446287220,-3.593276170
-40.446563540,-3.592997670
-40.446839420,-3.592441110
-40.447945580,-3.591883230
-40.447806760,-3.591605390
-40.447526940,-3.589659400
-40.446418160,-3.588548910
-40.446278030,-3.587436890
-40.446414660,-3.586324430
-40.446552380,-3.585907110
-40.446413350,-3.585490240
-40.446135720,-3.584934560
-40.445858530,-3.584656940
-40.445580900,-3.584101250
-40.445303710,-3.583823630
-40.445026080,-3.583267950
-40.444886830,-3.582712040
-40.444609200,-3.582156360
-40.444332230,-3.582017770
-40.442948020,-3.581741890
-40.442671050,-3.581603300
-40.442394510,-3.581742770
-40.441841220,-3.581882670
-40.441287270,-3.581605490
-40.441148460,-3.581327640
-40.440870400,-3.580493900
-40.440591910,-3.579382080
-40.440314720,-3.579104460
-40.440071800,-3.578618230
-40.440037100,-3.578548770
-40.439759040,-3.577715020
-40.439620230,-3.577437180
-40.439204670,-3.577159770
-40.438789320,-3.577021390
-40.438373540,-3.576604950
-40.438095920,-3.576049260
-40.437541540,-3.575494010
-40.437402730,-3.575216170
-40.436848790,-3.574938970
-40.436293340,-3.573688560
-40.436429770,-3.572437060
-40.437396890,-3.571462330
-40.439056540,-3.570903590
-40.439333070,-3.570764130
-40.439609180,-3.570346600
-40.439746900,-3.569929290
-40.440023220,-3.569650790
-40.440160950,-3.569233480
-40.440021920,-3.568816600
-40.439883110,-3.568538760
-40.440296940,-3.567703920
-40.440434450,-3.567147580
-40.440710330,-3.566591020
-40.440986430,-3.566173490
-40.440708390,-3.565339740
-40.440983840,-3.564505120
-40.440844810,-3.564088250
-40.440706010,-3.563810400
-40.440843950,-3.563532120
-40.441338310,-3.563586330
-40.441273580,-3.563164420
-40.440894190,-3.561820300
-40.440425580,-3.561447310
-40.440148180,-3.561030650
-40.439871650,-3.561170120
-40.439318370,-3.561310020
-40.438764650,-3.561171850
-40.438349310,-3.561033470
-40.437933760,-3.560756060
-40.437794950,-3.560478210
-40.437656360,-3.560339400
-40.436548940,-3.560063070
-40.436410350,-3.559924260
-40.436272190,-3.560063500
-40.435857280,-3.560203180
-40.435441940,-3.560064800
-40.435026170,-3.559648360
-40.434888010,-3.559787600
-40.434473100,-3.559927280
-40.434057760,-3.559788900
-40.433364810,-3.559094820
-40.433225790,-3.558677950
-40.432948400,-3.558261280
-40.432671440,-3.558122680
-40.432532850,-3.557983870
-40.432394040,-3.557706020
-40.432531990,-3.557427740
-40.432806160,-3.555758930
-40.432944320,-3.555619690
-40.433359230,-3.555480010
-40.433773920,-3.555201300
-40.434050240,-3.554922800
-40.434326770,-3.554783340
-40.436263580,-3.554502250
-40.436678480,-3.554362570
-40.437093170,-3.554083860
-40.437231120,-3.553805580
-40.437924060,-3.554499660
-40.438477990,-3.554776850
-40.439308660,-3.555053620
-40.439863020,-3.555608880
-40.440555100,-3.555746820
-40.441246750,-3.555606710
-40.441661660,-3.555467030
-40.442076990,-3.555605400
-40.442354170,-3.555883030
-40.443046260,-3.556020980
-40.443737690,-3.555741830
-40.444014010,-3.555463330
-40.444290540,-3.555323870
-40.444428690,-3.555184620
-40.444706310,-3.555740310
-40.444844900,-3.555879120
-40.445121860,-3.556017720
-40.445398390,-3.555878250
-40.445951670,-3.555738350
-40.446505380,-3.555876510
-40.446782560,-3.556154130
-40.447059520,-3.556292730
-40.447336050,-3.556153260
-40.447612360,-3.555874770
-40.449272410,-3.555594090
-40.449548720,-3.555315590
-40.450101780,-3.555036660
-40.450931580,-3.554757290
-40.451207890,-3.554478790
-40.452867490,-3.553920050
-40.453973600,-3.553362180
-40.454249910,-3.553083680
-40.454802970,-3.552804740
-40.455217430,-3.552387000
-40.455354930,-3.551830660
-40.455769180,-3.551273880
-40.456184080,-3.551134190
-40.456322230,-3.550994950
-40.456460820,-3.551133760
-40.457291490,-3.551410500
-40.458399340,-3.551964870
-40.459091410,-3.552102800
-40.459783060,-3.551962670
-40.460336110,-3.551683740
-40.461442640,-3.551403920
-40.461718950,-3.551125420
-40.461995470,-3.550985950
-40.462826360,-3.551401720
-40.463380720,-3.551956960
-40.463657690,-3.552095550
-40.463935090,-3.552512200
-40.464074110,-3.552929070
-40.464489890,-3.553345490
-40.465043810,-3.553622670
-40.465321000,-3.553900290
-40.465874920,-3.554177470
-40.466013510,-3.554316280
-40.466292450,-3.555706130
-40.466431710,-3.556262030
-40.466294210,-3.556818360
-40.466156940,-3.557513730
-40.466573150,-3.558208220
-40.466988490,-3.558346580
-40.467542860,-3.558901820
-40.468096790,-3.559178990
-40.469757920,-3.559593420
-40.470311190,-3.559453510
-40.470449340,-3.559314260
-40.470587940,-3.559453060
-40.471141870,-3.559730230
-40.471280460,-3.559869040
-40.471418610,-3.559729790
-40.473078420,-3.559310040
-40.473632350,-3.559587210
-40.473355160,-3.559309600
-40.473078200,-3.559171010
-40.472939600,-3.559032210
-40.472800570,-3.558615340
-40.472384790,-3.558198920
-40.471969450,-3.558060560
-40.471139000,-3.557922860
-40.470307220,-3.556950980
-40.470444050,-3.555977560
-40.470582200,-3.555838310
-40.470166430,-3.555421880
-40.470026520,-3.554448900
-40.470163350,-3.553475470
-40.470439210,-3.552918920
-40.470991810,-3.552361910
-40.471267680,-3.551805350
-40.471543980,-3.551526850
-40.471818960,-3.550414180
-40.472233410,-3.549996430
-40.472509930,-3.549856960
-40.472786230,-3.549578460
-40.472924160,-3.549300180
-40.473200460,-3.549021680
-40.473338170,-3.548604370
-40.473614250,-3.548186840
-40.474443820,-3.547768420
-40.474720120,-3.547489920
-40.474442930,-3.547212310
-40.474581080,-3.547073060
-40.474856940,-3.546516500
-40.474995090,-3.546377250
-40.475548130,-3.546098300
-40.475686280,-3.545959050
-40.475824210,-3.545680780
-40.477484210,-3.545400060
-40.479143980,-3.544980310
-40.479420060,-3.544562780
-40.479696360,-3.544284280
-40.480111020,-3.544005560
-40.480525470,-3.543587800
-40.480663170,-3.543170500
-40.480939030,-3.542613940
-40.481214000,-3.541501260
-40.481351930,-3.541222990
-40.481213120,-3.540945150
-40.481074080,-3.540528290
-40.481211790,-3.540110980
-40.481625570,-3.539276140
-40.481348390,-3.538998530
-40.481071430,-3.538859950
-40.480932840,-3.538721140
-40.480793810,-3.538304270
-40.480931520,-3.537886970
-40.481207810,-3.537608470
-40.481345080,-3.536913100
-40.481205610,-3.536218180
-40.481067020,-3.536079370
-40.482034050,-3.535104620
-40.482309020,-3.533991950
-40.482447170,-3.533852700
-40.483276710,-3.533434290
-40.483553010,-3.533155780
-40.483690930,-3.532877510
-40.483828640,-3.532460200
-40.483689610,-3.532043340
-40.482858080,-3.531210500
-40.482719270,-3.530932660
-40.482303730,-3.530655270
-40.481888840,-3.530794960
-40.481750700,-3.530934210
-40.481612110,-3.530795400
-40.480781680,-3.530657700
-40.479951040,-3.530380970
-40.479812230,-3.530103140
-40.479673640,-3.529964330
-40.479119730,-3.529687160
-40.478981150,-3.529548350
-40.478703090,-3.528714620
-40.478425920,-3.528437000
-40.478148310,-3.527881330
-40.477732550,-3.527464910
-40.477178640,-3.527187730
-40.477040050,-3.527048920
-40.476762440,-3.526493250
-40.476483510,-3.525103400
-40.476344930,-3.524964590
-40.476897950,-3.524685650
-40.477174250,-3.524407160
-40.478280740,-3.524127330
-40.479110500,-3.523847950
-40.481047200,-3.523566810
-40.481323490,-3.523288310
-40.482706930,-3.523147070
-40.484090150,-3.522866800
-40.484366440,-3.522588300
-40.484642510,-3.522170770
-40.484780220,-3.521753460
-40.485470950,-3.521057220
-40.486576990,-3.520499330
-40.488925450,-3.518132080
-40.489201300,-3.517575530
-40.489339880,-3.517714330
-40.490723980,-3.517990170
-40.491831340,-3.518266450
-40.492939140,-3.518820780
-40.493493490,-3.519376000
-40.494600630,-3.519513250
-40.495707330,-3.519372440
-40.495152980,-3.518817220
-40.495567410,-3.518399470
-40.495843250,-3.517842920
-40.496533970,-3.517146660
-40.497225570,-3.517006520
-40.497916940,-3.516727350
-40.498193230,-3.516448850
-40.498746240,-3.516169900
-40.499022530,-3.515891400
-40.499437170,-3.515612680
-40.499852040,-3.515472980
-40.500958510,-3.515193140
-40.502341700,-3.514912850
-40.502894710,-3.514633900
-40.503171000,-3.514355400
-40.504000730,-3.514076000
-40.504208110,-3.513971400
-40.504553740,-3.513797050
-40.504830020,-3.513518550
-40.505936040,-3.512960650
-40.506074180,-3.512821400
-40.506212100,-3.512543120
-40.506073290,-3.512265290
-40.505934030,-3.511709410
-40.506071500,-3.511153080
-40.506900340,-3.510317570
-40.507452010,-3.509204460
-40.507726950,-3.508091800
-40.508416540,-3.506700410
-40.508138920,-3.506144750
-40.508276840,-3.505866470
-40.508551330,-3.504475760
-40.508689920,-3.504614560
-40.509243590,-3.504752690
-40.509796810,-3.504612770
-40.510073090,-3.504334270
-40.510349590,-3.504194790
-40.510625420,-3.503638240
-40.510762890,-3.503081900
-40.511453580,-3.502385650
-40.511037830,-3.501969240
-40.510757990,-3.500023320
-40.510480820,-3.499745710
-40.510202760,-3.498912000
-40.510063960,-3.498634170
-40.510201870,-3.498355890
-40.510478150,-3.498077390
-40.510752650,-3.496686670
-40.511028920,-3.496408170
-40.511167500,-3.496546980
-40.511582810,-3.496685330
-40.512827380,-3.496266240
-40.513103660,-3.495987740
-40.513380160,-3.495848260
-40.513657100,-3.495986840
-40.513795680,-3.496125640
-40.513933820,-3.495986390
-40.515039810,-3.495428490
-40.515868630,-3.494592990
-40.516698340,-3.494313590
-40.516974840,-3.494174120
-40.517251780,-3.494312690
-40.517390370,-3.494451490
-40.517804770,-3.494033740
-40.518357990,-3.493893820
-40.518910980,-3.493614870
-40.519324720,-3.492780040
-40.519875470,-3.491110820
-40.520013390,-3.490832550
-40.519874580,-3.490554720
-40.519734430,-3.489442730
-40.519871000,-3.488330300
-40.520008470,-3.487773970
-40.519592500,-3.487218540
-40.519177200,-3.487080190
-40.518069440,-3.486525870
-40.517792280,-3.486248270
-40.517930410,-3.486109020
